SSN,payment_history,credit_utilization,len_credit_history,mix_credit,new_credit,credit_score
270793083,0.53,0.25,0.67,0.72,0.32,331
796750853,0.79,0.23,0.6,0.37,0.07,523
895983499,0.95,0.15,0.5,0.37,0.62,421
904515578,0.82,0.37,0.82,0.37,0.11,369
982433008,0.97,0.39,0.82,0.37,0.5,301
857945949,0.83,0.09,0.04,0.37,0.32,556
675966592,0.92,0.22,0.25,0.37,0.14,495
440134965,0.53,0.13,0.98,0.08,0.51,378
872847605,0.62,0.1,0.63,0.94,0.49,513
805154286,0.79,0.39,0.25,0.9,0.11,312
108957962,0.93,0.29,0.56,0.37,0.1,463
672548748,0.61,0.12,0.16,0.72,0.55,338
688010147,0.68,0,0.82,0.37,0.99,403
739836959,1,0.24,0.5,0.37,0.08,579
323929726,0.61,0.25,0.58,0.64,0.11,417
73669366,0.87,0.26,0.17,0.37,0.31,337
609800217,0.26,0.19,0.74,0.37,0.2,306
169162263,0.91,0.41,0.79,0.91,0.38,331
644754235,0.74,0.2,0.56,0.37,0.42,378
324962339,0.78,0.07,0.58,0.37,0.3,769
33138178,0.53,0.09,0.25,0.37,0.09,704
935826175,0.39,0.05,0.48,0.87,0.75,331
5091588,0.87,0.1,0.25,0.37,0.63,407
278675074,0.79,0.06,0.7,0.96,0.56,657
6250052,0.56,0.29,0.06,0.69,0.06,300
915068106,0.53,0.1,0.44,0.12,0.1,644
760641171,0.83,0.33,0.82,0.92,0.35,379
100076868,0.7,0.17,0.14,0.94,0.06,649
426964298,0.8,0.45,0.63,0.96,0.12,319
814450697,0.53,0.1,0.67,0.13,0.56,350
407408741,0.22,0.21,0.46,0.63,0.06,306
700466493,0.3,0.01,0.82,0.07,0.56,408
182794833,0.53,0.06,0.41,0.71,0.47,497
125810416,0.41,0.3,0.73,0.72,0.15,312
195295947,0.29,0.01,0.37,0.84,0.27,783
297080419,0.4,0.24,0.98,0.37,0.3,322
927719294,0.39,0.17,0.15,0.98,0.23,349
256726581,0.7,0.16,0.74,0.37,0.66,347
532768221,1,0.11,0.05,0.37,0.16,795
665049324,0.88,0.19,0.75,0.37,0.25,557
502673482,0.22,0.12,0.8,0.16,0.09,490
119147489,0.59,0.04,0.21,0.19,0.58,373
308533399,0.53,0.03,0.65,0.87,0.56,564
427191503,0.58,0.08,0.64,0.84,0.73,395
707873168,0.26,0.11,0.72,0.29,0.09,564
588808494,0.96,0.19,0.25,0.79,0.59,393
502290102,0.33,0.11,0.48,0.71,0.16,514
321391024,0.76,0.26,0.57,0.37,0.1,438
941963519,0.58,0.17,0.7,0.37,0,674
546259765,0.96,0.24,0.07,0.37,0.07,485
621535473,0.53,0.12,0.82,0.66,0.38,511
509287579,0.56,0.07,0.78,0.78,0.52,537
213864375,0.6,0.28,1,0.18,0.42,303
941554181,0.87,0.12,0.25,0.87,0.56,470
961993998,0.69,0.19,0.95,0.86,0.76,356
174007771,0.53,0.02,0.25,0.37,0.59,398
799375204,0.84,0.13,0.49,0.37,0.39,508
905234363,0.88,0.18,0.37,0.37,0.75,312
789363948,0.25,0.06,0.51,0.37,0.38,355
180061935,0.75,0.2,0.43,0.88,0.41,415
70725918,0.38,0.07,0.25,0.66,0.22,565
837495239,0.53,0.3,0.57,0.31,0.04,329
690456972,0.72,0.13,0.62,0.91,0.52,476
555298463,0.69,0.01,0.25,0.37,0.52,580
247650469,0.73,0.27,0.06,0.92,0.35,306
908458585,0.93,0.11,0.05,0.37,0.56,413
426017174,0.82,0.12,0.49,0.37,0.85,332
792311519,0.58,0.05,0.82,0.37,0.48,575
67606998,0.82,0.24,0.6,0.37,0.62,306
772788366,0.87,0.36,0.82,0.79,0.03,458
958902013,0.63,0.16,0.25,0.94,0.43,382
466817627,0.8,0.11,0.81,0.77,0.81,421
598862919,0.53,0.13,0.8,0.24,0.33,460
140180854,0.21,0.15,0.1,0.7,0.05,322
158710329,0.76,0.16,0.25,0.37,0.05,634
173033311,0.56,0.06,0.5,0.03,0.33,522
751772046,0.97,0.16,0.82,0.37,0.3,650
898777018,0.82,0.06,0.63,0.37,0.79,433
417522472,0.43,0.24,0.82,0,0.17,306
957675672,0.53,0.2,0.75,0.29,0.44,317
432080542,0.97,0.34,0.82,0.82,0.56,347
942928483,0.82,0.08,0.72,0.84,0.44,709
993735833,0.77,0.05,0.4,0.87,0.48,674
666398084,0,0.02,0.48,0.1,0.08,595
222553459,0.73,0.24,0.55,0.37,0.41,327
500147528,0.53,0.18,0.25,0.75,0.35,336
57735023,0.85,0.1,0.25,0.37,0.56,429
484972165,0.92,0.04,0.05,0.37,0.56,539
780987872,0.86,0.13,0.25,0.37,0.12,715
391919569,0.43,0.07,0.8,0.81,0.32,651
58728844,0.37,0.01,0.4,0.37,0.56,388
250587459,0.96,0.2,0.25,0.94,0.38,475
413846833,0.68,0.15,0.16,0.37,0.26,420
743340534,0.69,0.1,0.71,0.37,0.72,381
762796473,0.96,0.17,0.04,0.37,0.16,572
273677847,0.75,0.08,0.76,0.37,0.38,674
39770134,0.58,0.04,0.53,0.58,0.62,467
966081408,0.98,0.46,0.97,0.37,0.18,340
211847397,0.75,0.29,0.96,0.37,0.35,364
577780386,0.72,0.26,0.73,0.37,0.22,398
91130246,0.22,0.09,0.65,0.91,0.61,306
82511807,0.66,0.14,0.77,0.83,0.32,570
661777242,0.81,0.11,0.65,0.37,0.24,747
314917928,0.53,0.08,0.82,0.37,0.67,380
923918296,0.82,0.09,0.47,0.37,0.36,620
158247097,0.67,0.08,0.82,0.37,0.5,525
489565796,0.53,0.09,0.03,0.08,0.02,724
214628132,0.22,0.12,0.56,0.57,0.07,500
31334558,0.61,0.28,0.69,0.65,0.18,374
720357422,0.96,0.24,0.11,0.9,0.63,328
672661525,0.61,0.07,0.09,0.27,0.57,324
99609258,0.98,0.25,0.77,0.88,0.78,358
802416592,0.62,0.15,0.23,0.37,0.21,444
712684166,0.53,0,0.81,0.37,0.45,749
576816784,0.82,0.08,0.96,0.37,0.87,424
318416594,0.83,0.27,0.38,0.81,0.34,374
485900372,0.35,0.06,0.25,0.27,0.11,680
387560767,0.1,0.13,0.78,0.98,0.43,302
70613633,0.99,0.15,0.98,0.37,0.68,465
748446259,0.08,0.02,0.21,0.66,0.26,376
370871447,0.96,0.16,0.25,0.37,0.83,310
320343167,0.23,0.05,0.82,0.78,0.56,394
422189522,0.7,0.13,0.64,0.37,0.62,370
438142771,0.99,0.08,0.6,0.37,0.56,587
11448828,0.53,0.08,0.43,0.37,0.24,584
241703847,0.92,0.01,0.04,0.75,0.52,744
591930143,0.92,0.21,0.65,0.37,0.65,358
60375282,0.31,0.01,0.82,0.18,0.63,384
731875175,0.81,0.21,0.76,0.37,0.33,455
362909815,0.64,0.04,0.99,0.92,0.46,787
228914758,0.69,0.06,0.13,0.37,0.7,336
59170081,0.69,0.25,0.67,0.37,0.02,493
789702,0.89,0.41,0.52,0.89,0.05,374
242333758,0.53,0.26,0.99,0.06,0.31,316
198263247,0.58,0.13,0.78,0.2,0.52,379
773502776,0.22,0.01,0.82,0.7,0.8,329
348963385,0.86,0.14,0.21,0.37,0.15,662
970496291,0.82,0.23,0.69,0.37,0.41,390
891580511,0.71,0.14,0.15,0.98,0.04,785
44314169,0.64,0.14,0.66,0.37,0.12,692
934879104,0.98,0.03,0.19,0.37,0.56,627
949298393,0.92,0.23,0.55,0.9,0.72,353
507230939,0.99,0.18,0.82,0.37,0.23,662
871134093,0.78,0.02,0.45,0.37,0.62,549
181073047,0.82,0.04,0.43,0.37,0.96,360
417127536,0.8,0.07,0.2,0.37,0.61,421
834537193,0.22,0.02,0.72,0.11,0.49,357
634406038,0.82,0.16,0.37,0.9,0.72,356
940926488,0.82,0.14,0.13,0.37,0.17,596
9200909,0.87,0.05,0.02,0.37,0.66,427
59147508,0.99,0.1,0.83,0.37,0.96,404
88477503,0.82,0.11,0.11,0.37,0.64,345
527841526,0.97,0.21,0.76,0.94,0.56,464
151974938,0.82,0.25,0.46,0.37,0.56,301
884412495,0.61,0.1,0.14,0.16,0.42,345
676675512,0.21,0.04,0.82,0.9,0.47,479
218758542,0.81,0.06,0.18,0.37,0.47,540
36420194,0.53,0.08,0.44,0.84,0.67,372
584834718,0.75,0.02,0.25,0.78,0.68,510
336629164,0.92,0.13,0.82,0.37,0.58,500
73717539,0.87,0.25,0.8,0.37,0.5,374
419523548,0.71,0.01,0.57,0.37,0.86,412
617827385,0.75,0.27,0.82,0.37,0.56,313
305979383,0.91,0.06,0.59,0.37,0.5,664
923755646,1,0.23,0.25,0.37,0.57,335
383449079,0.4,0.27,0.97,0.66,0.11,382
675708133,0.87,0.34,0.42,0.37,0.19,332
280503323,0.63,0.04,0.8,0.37,0.59,538
61924078,0.92,0.23,0.38,0.37,0.23,456
617982743,0.92,0.17,0.25,0.94,0.62,396
304463336,0.53,0.15,0.99,0.58,0.33,507
165115945,0.18,0.08,0.12,0.96,0.33,318
473527974,0.53,0.09,0.66,0.68,0.32,608
886963571,0.53,0.09,0.97,0.29,0.72,361
153415761,0.53,0.13,0.23,0.75,0.51,327
838078299,0.61,0.24,0.83,0.56,0.33,376
363749182,0.86,0.07,0.75,0.37,0.56,584
87701923,0.53,0.27,0.82,0.82,0.46,310
581198218,0.82,0.32,0.82,0.37,0.24,375
742000597,0.91,0.11,0.25,0.37,0.51,467
515998348,0.62,0.18,0.82,0.9,0.36,479
977793789,0.89,0.25,0.69,0.37,0.01,595
471428412,0.83,0.11,0.36,0.37,0.34,566
320338363,0.41,0.11,0.99,0.37,0.16,692
115932175,0.12,0.19,0.66,0.37,0.01,305
53692994,0.87,0.22,0.82,0.37,0.68,344
959854742,0.8,0.04,0.51,0.37,0.44,691
319065963,0.76,0.08,0.25,0.37,0.64,392
939718612,0.87,0.08,0.43,0.96,0.72,491
30129483,0.73,0.15,0.56,0.37,0.39,446
957623096,0.88,0.33,0.79,0.37,0,469
909231309,0.82,0.11,0.51,0.37,0.8,358
202403292,0.95,0.12,0.13,0.88,0.18,795
918692955,0.74,0.25,0.82,0.37,0.62,304
816055237,0.53,0.09,0.98,0.79,0.64,460
265883045,0.72,0.03,0.48,0.37,0.83,387
412909103,0.7,0.26,0.74,0.37,0.44,320
690830229,0.53,0.04,0.14,0.37,0.45,431
404500553,0.83,0.08,0.23,0.37,0.5,487
375795971,0.82,0.24,0.96,0.95,0.62,391
987103743,0.11,0.07,0.71,0.06,0.15,414
18977783,0.21,0.07,0.52,0.99,0.6,311
822805104,0.96,0.07,0.17,0.37,0.64,466
155039128,0.77,0.09,0.43,0.37,0.7,380
693259065,0.97,0.13,0.25,0.37,0.76,364
292241419,0.6,0.02,0.01,0.75,0.56,464
94913112,0.84,0.2,0.82,0.77,0.67,389
891283664,0.53,0.29,0.62,0.69,0.09,369
175068546,0.55,0.07,0.11,1,0.41,491
780843603,0.68,0.24,0.95,0.37,0.04,555
403849518,0.27,0.03,0.64,0.87,0.33,663
737710702,0.36,0.07,0.96,0.37,0.21,751
2004675,0.93,0.15,0.82,0.37,0.74,410
694626152,0.53,0.18,0.4,0.76,0.16,463
444349924,0.27,0.1,0.15,0.87,0.27,360
248829311,0.91,0.23,0.49,0.37,0.29,438
838864537,0.9,0.09,0.74,0.85,0.82,471
235849566,0.53,0.14,0.71,0.75,0.78,307
92496093,0.75,0.09,0.82,0.37,0.49,562
828059112,0.36,0.01,0.71,0.18,0.63,388
325970313,0.53,0,0.25,0.96,0.64,489
164516913,0.7,0.11,0.53,0.37,0.29,577
23825972,0.82,0.22,0.52,0.37,0.52,341
376923356,0.88,0.05,0.25,0.37,0.56,552
988944831,0.7,0.23,0.48,0.84,0.46,349
532381092,0.7,0.01,0.64,0.88,0.62,656
856239381,0.83,0.17,0.37,0.37,0.76,303
696429063,0.9,0.17,0.13,0.76,0.7,342
57300256,0.95,0.31,0.53,0.37,0.51,311
163866306,0.02,0.14,0.82,0.37,0.11,311
274893103,0.77,0.07,0.16,0.37,0.41,523
919888275,0.99,0.24,0.25,0.37,0.31,409
72894616,0.89,0.07,0.96,0.37,0.53,668
554714016,0.35,0.1,0.05,0.96,0.31,383
476106622,0.39,0.28,0.8,0.93,0.25,321
891605195,0.81,0.25,0.68,0.79,0.49,380
129825746,0,0.05,0.82,0.77,0.29,466
366054443,0.74,0,0.43,0.37,0.51,701
737409673,0.98,0.07,0.59,0.37,0.79,468
390858538,0.53,0.05,0.7,0.37,0.56,469
684624152,0.97,0.18,0.5,0.37,0.97,303
967507606,0.95,0.2,0.55,0.37,0.06,706
259221813,0.53,0.03,0.7,0.13,0.5,504
159344945,0.82,0.12,0.82,0.37,0.56,478
322140701,0.97,0.09,0.11,0.37,0.84,357
352516931,0.89,0.1,0.22,0.93,0.67,443
18975444,0.96,0.29,0.76,0.37,0.59,337
747249174,0.67,0.22,0.82,0.37,0.26,433
443191545,0.57,0.12,0.19,0.87,0.64,318
331344107,0.22,0.01,0.74,0.31,0.56,381
242508196,0.82,0.09,0.25,0.83,0.82,369
375741124,0.53,0.19,0.25,0.67,0.24,357
514558346,0.71,0.08,0.36,0.37,0.47,485
848466124,0.98,0.47,0.65,0.37,0.06,326
27010734,0.81,0.1,0.25,0.37,0.77,333
71367478,0.87,0.18,0.82,0.37,0.22,612
102385266,0.53,0.09,0.82,0.18,0.28,593
725251248,0.21,0,0.06,0.76,0.51,301
49620303,0.63,0.25,0.82,0.99,0.65,317
412385051,0.82,0.35,0.82,0.37,0.26,342
625802063,0.53,0.28,0.21,0.99,0.06,354
761155766,0.84,0.04,0.2,0.94,0.56,610
808489522,0.69,0.14,0.82,0.37,0.82,327
105622598,0.67,0.11,0.82,0.37,0.8,350
582783037,0.64,0.09,0.25,0.37,0.29,549
24926682,0.64,0.02,0.48,0.37,0.82,373
777517323,0.98,0.31,0.54,0.37,0.5,320
217928511,0.8,0.07,0.59,0.84,0.82,439
120688038,0.06,0.03,0.35,0.97,0.27,459
710777128,0.4,0.06,0.25,0.72,0.61,316
388730578,0.72,0.27,0.7,0.37,0.07,456
371395808,0.92,0.29,0.49,0.37,0.19,413
313950084,0.97,0.25,0.82,0.37,0.42,423
665121449,0.21,0.15,0.59,0.37,0.03,406
902144147,0.75,0.25,0.64,0.81,0.16,485
55010801,0.82,0.2,0.78,0.37,0.14,603
351427512,0.84,0.16,0.97,0.37,0.5,495
40485395,0.36,0.12,0.36,0.05,0.06,460
384346896,0.19,0.16,0.82,0.65,0.14,409
360577249,0.05,0.11,0.95,0.37,0.08,471
795809837,0.2,0.05,0.41,0.55,0.17,572
914017914,0.34,0.06,0.09,0.79,0.33,412
289310678,0.71,0.09,0.38,0.37,0.56,410
953236152,0.53,0.11,0.66,0.97,0.45,497
615526222,0.82,0.16,0.54,0.37,0.59,376
869869037,0.68,0.11,0.82,0.37,0.27,654
923989614,0.53,0.01,0.82,0.12,0.98,318
865498534,0.39,0.19,0.51,0.26,0.17,321
978587785,0.93,0.11,0.57,0.37,0.56,502
164826117,0.53,0.07,0.03,0.75,0.65,315
462943039,0.82,0.12,0.64,0.37,0.34,604
83867953,0.6,0.35,0.96,0.99,0.29,340
6562787,0.3,0.19,0.44,0.8,0,425
197519783,0.24,0.06,0.25,0.37,0.22,395
441545365,0.68,0,0.13,0.91,0.52,658
739450205,0.82,0.12,0.09,0.92,0.56,428
376352801,0.59,0.11,0.82,0.2,0.71,332
665086789,0.82,0.14,0.43,0.37,0.68,351
340385455,0.85,0.07,0.4,0.93,0.69,497
460536574,0.65,0.18,0.75,0.37,0.1,581
954972611,0.74,0.2,0.21,0.99,0.39,397
43220636,0.7,0.06,0.56,0.96,0.74,462
272309423,0.61,0.22,0.76,0.75,0.32,415
454999931,0.12,0.11,0.6,0.37,0.07,420
310848007,0.68,0.05,0.82,0.37,0.51,602
183591604,0.04,0.08,0.62,0.69,0.35,308
990003703,0.78,0.16,0.75,0.37,0.85,321
926451211,0.37,0.04,0.95,0.98,0.69,464
555593928,0.32,0.08,0.4,0.97,0.25,537
310411252,0.53,0.14,0.6,0.2,0.49,331
8199878,0.53,0.25,0.82,0.63,0.15,420
785946005,0.65,0.24,0.82,0.37,0.29,384
302037857,0.12,0.12,0.82,0.75,0.22,404
18290448,0.53,0.05,0.43,0.66,0.49,489
824278385,0.91,0,0.99,0.37,0.76,657
50705488,0.64,0.2,0.56,0.37,0.12,477
754930326,0.88,0.26,0.16,0.37,0.27,355
413267418,0.6,0.12,0.15,0.04,0.11,498
923363795,0.75,0.11,0.44,0.37,0.39,508
609086312,0.53,0.05,0.61,0.95,0.32,790
725039007,0.3,0.21,0.82,0.78,0.19,372
27489868,0.31,0,0.82,0.69,0.56,526
867120669,0.37,0.02,0.34,0.96,0.5,486
511560326,0.22,0.04,0.82,0.31,0.56,331
57372777,0.09,0.01,0.51,0.85,0.56,325
629142847,0.1,0.09,0.97,0.15,0.01,716
47627377,0.84,0.08,0.54,0.37,0.82,391
10084612,0.85,0.15,0.42,0.79,0.56,439
350575206,0.8,0.09,0.83,0.37,0.46,594
613824608,0.63,0.17,0.37,0.02,0.24,369
480506825,0.41,0.24,0.82,0.75,0.05,445
195348128,0.8,0.18,0.82,0.37,0.19,591
149357461,0.19,0.06,0.14,0.37,0.08,453
631209,0.25,0.03,0.15,0.86,0.19,685
326371124,0.35,0.03,0.82,0.28,0.66,366
237079324,0.75,0.03,0.66,0.37,0.56,604
55193044,0.53,0.25,0.45,0.11,0.02,343
115395096,0.29,0.16,0.39,0.69,0.22,323
27956971,0.9,0.27,0.06,0.37,0.34,314
527816509,0.81,0.07,0.25,0.37,0.83,345
228935784,0.38,0.1,0.82,0.79,0.47,442
886797551,1,0.13,0.44,0.37,0.43,555
520311039,0.78,0.09,0.23,0.37,0.65,367
615933642,0.24,0.09,0.41,0.97,0.35,387
570630521,0.72,0.28,0.6,0.98,0.46,337
22592753,0.55,0.31,0.96,0.21,0.22,309
284266262,0.76,0.38,0.82,0.37,0.24,309
860974055,0.96,0.14,0.07,0.37,0.28,541
62135033,0.84,0.37,0.59,0.78,0.22,343
405117019,0.82,0.18,0.71,0.37,0.36,477
99269416,0.62,0.16,0.74,0.37,0.4,407
49927303,0.68,0.4,0.66,0.82,0.03,343
587634536,0.82,0.42,0.44,0.37,0.01,311
825663507,0.73,0.34,0.51,0.92,0.37,305
832163619,0.78,0.21,0.76,0.37,0.55,360
486270542,0.26,0.08,0.57,0.97,0.23,569
312353113,0.53,0.33,0.96,0.13,0.06,331
82158585,0.92,0.27,0.6,0.75,0.66,330
27428279,0.2,0.08,0.5,0.37,0.13,478
126192851,0.57,0.17,0.05,0.81,0.22,398
777981546,0.69,0.04,0.25,0.37,0.66,410
34184914,0.85,0.22,0.71,0.37,0.4,420
26087289,0.82,0.01,0.05,0.37,0.58,562
799930906,0.97,0.1,0.16,0.37,0.35,620
460377147,0.99,0.12,0.37,0.37,0.62,455
18182464,0.98,0.13,0.44,0.37,0.41,557
633061764,0.79,0.14,0.45,0.37,0.56,395
12059912,0.76,0.22,0.6,0.37,0.15,490
450456992,0.39,0.09,0.95,0.13,0.61,335
48467172,0.65,0.28,0.06,0.8,0.16,314
414032927,0.9,0.14,0.42,0.37,0.34,536
46460896,0.22,0.14,0.4,0.27,0.04,359
869873729,0.72,0.32,0.82,0.37,0.29,329
744122389,0.53,0.01,0.44,0.98,0.66,504
265293674,0.92,0.39,0.82,0.37,0.38,311
8900575,0.61,0.05,0.66,0.29,0.77,377
862463731,0.56,0.09,0.54,0.37,0.62,350
192054387,0.74,0.35,0.38,0.76,0.12,338
70552847,0.13,0.14,0.51,0.99,0.28,314
22236773,0.53,0.17,0.47,0.8,0.44,353
792631018,0.57,0.16,0.25,0.94,0.14,535
300971333,0.68,0,0.34,0.37,0.51,643
105401462,0.21,0.09,0.72,0.27,0.37,333
155934912,0.71,0.06,0.08,0.37,0.31,632
515419545,0.65,0.43,0.66,0.96,0.08,305
150950651,0.63,0.01,0.16,0.69,0.99,304
352607714,0.66,0.03,0.15,0.37,0.52,474
620911532,0.62,0.21,0.41,0.97,0.22,441
111806745,0.68,0.07,0.68,0.37,0.56,501
172998891,0.75,0.28,0.14,0.37,0.05,361
9433073,0.97,0.24,0.65,0.37,0.75,322
560910807,0.53,0.33,0.97,0.74,0.11,364
424800127,0.98,0.15,0.25,0.37,0.41,481
541254406,0.79,0.07,0.67,0.37,0.62,500
252651349,0.91,0.26,0.34,0.37,0.02,511
683113746,0.35,0.05,0.49,0.37,0.48,378
639892791,0.66,0.02,0.36,0.37,0.73,406
890534701,0.2,0.17,0.77,0.32,0.19,314
732796277,0.96,0.41,0.67,0.37,0.12,355
350341567,0.79,0.14,0.72,0.37,0.75,363
478773613,0.95,0.16,0.82,0.37,0.42,544
653498418,0.02,0.05,0.17,0.96,0.02,744
527991025,0.75,0.09,0.57,0.37,0.23,772
963582553,0.58,0.25,0.25,0.98,0.28,327
889226299,0.81,0.07,0.45,0.37,0.55,503
609467194,0.58,0.2,0.82,0.31,0.41,362
931556659,0.97,0.39,0.25,0.37,0.11,326
611659073,0.37,0.02,0.73,0.37,0.56,441
729171828,0.12,0,0.98,0.21,0.42,506
774037657,0.63,0.03,0.15,0.37,0.37,603
64878899,0.64,0.17,0.66,0.96,0.47,422
229908,0.1,0.02,0.25,0.37,0.27,335
176631556,0.78,0.04,0.04,0.37,0.56,457
9363876,0.83,0.21,0.15,0.37,0.1,470
462614957,0.53,0.01,0.95,0.93,0.62,642
99704691,0.68,0.25,1,0.37,0.33,399
993319217,0.82,0.19,0.51,0.37,0.12,569
938974571,0.53,0.12,0.14,0.89,0.09,649
781852861,0.9,0.12,0.74,0.37,0.34,672
166999635,0.82,0.09,0.01,0.37,0.29,593
264879168,0.79,0.13,0.25,0.37,0.56,372
865882707,1,0.49,0.77,0.37,0.08,321
880526784,0.86,0.23,0.75,0.37,0.14,546
983556727,0.98,0.23,0.76,0.37,0.13,606
253593939,0.53,0.11,0.53,0.72,0.56,386
375112672,0.75,0.18,0.71,0.37,0.04,680
67177868,0.58,0.1,0.11,0.98,0.63,342
231241136,0.95,0.19,0.73,0.76,0.56,455
600583267,0.33,0.14,0.75,0.37,0.17,445
269498248,0.82,0.05,0.54,0.37,0.56,559
142911493,0.98,0.17,0.57,0.77,0.5,503
242197901,0.87,0.27,0.25,0.91,0.46,340
209579923,0.88,0.49,0.77,0.37,0.01,310
59205016,0.53,0.02,0.23,0.75,0.67,405
99290572,0.83,0.14,0.55,0.37,0.77,348
174951481,0.53,0.18,0.07,0.94,0,526
730020892,0.72,0.41,0.64,0.96,0.11,328
771935562,0.98,0.14,0.59,0.37,0.56,478
473625672,0.59,0.31,0.82,0.7,0.35,313
784228189,0.63,0,0.53,0.92,0.55,696
201742631,0.6,0.03,0.13,0.37,0.8,304
608393917,0.61,0.24,0.66,0.69,0.11,468
707352043,0.53,0.19,0.48,0.18,0.28,327
702274869,0.4,0.07,0.63,0.02,0.56,302
912451105,0.9,0.25,0.82,0.37,0.78,308
918643655,0.71,0.07,0.96,0.93,0.74,511
167766478,0.91,0.25,0.35,0.37,0.6,301
959399845,0.37,0.15,0.82,0.6,0.32,404
592465613,0.61,0.2,0.38,0.84,0.05,542
32145911,0.63,0.11,0.62,0.37,0.18,705
641588944,0.96,0.37,0.35,0.37,0.02,379
231241468,0.8,0.26,0.82,0.37,0.11,502
5811718,0.86,0.17,0.82,0.95,0.19,722
929933657,0.53,0.17,0.01,0.18,0.01,410
699214928,0.73,0.16,0.19,0.37,0.3,410
250753743,0.63,0.21,0.82,0.15,0.13,463
114167877,0.93,0.06,0.25,0.37,0.62,501
535230325,0.65,0.1,0.95,0.92,0.99,360
47699434,0.86,0.11,0.51,0.37,0.96,320
59989246,0.63,0.24,0.82,0.37,0.32,362
966945021,0.98,0.09,0.03,0.86,0.71,439
815061858,0.84,0.24,0.82,0.96,0.62,381
410480446,0.21,0.01,0.25,0.37,0.44,310
102562523,0.96,0.05,0.82,0.37,0.63,631
286953287,0.61,0.07,0.82,0.84,0.62,501
411940177,0.9,0.03,0.17,0.37,0.98,353
556495099,0.99,0.39,0.82,0.37,0.5,303
125486024,0.35,0.13,0.4,0.84,0.26,412
605625186,0.53,0.12,0.25,0.29,0.17,481
899132238,0.88,0.24,0.82,0.37,0.24,488
399496183,0.58,0.06,0.67,0.61,0.56,483
29654041,0.6,0.07,0.01,0.17,0.25,492
17234379,0.22,0.11,0.25,0.66,0.09,429
160704061,0.19,0.02,0.43,0.07,0.14,705
612058674,0.63,0.24,0.74,0.09,0.07,424
495462629,0.81,0.01,0.25,0.37,0.86,395
446770683,0.53,0.24,0.19,0.74,0.04,388
584732683,0.83,0.13,0.12,0.37,0.74,306
871743928,0.53,0,0.07,0.08,0.29,683
192852384,0.35,0.08,0.43,0.21,0.04,733
289946306,0.62,0.29,0.47,0.3,0.04,352
753880375,0.34,0.15,0.78,0.56,0.07,547
698705058,0.53,0.13,0.83,0.37,0.29,514
634016936,0.8,0.13,0.82,0.83,0.57,507
258765431,0.88,0.33,0.99,0.37,0.02,493
320170071,0.6,0.04,0.82,0.37,0.75,427
679875712,0.89,0.15,0.66,0.37,0.13,765
697965956,0.64,0.18,0.65,0.93,0.07,682
987354438,0.71,0.07,0.25,0.37,0.74,340
752219215,0.74,0.33,0.52,0.37,0.06,359
179833244,0.34,0.03,0.69,0.68,0.71,359
362505044,0.86,0.23,0.25,0.37,0.56,301
966229444,0.33,0.14,0.82,0.37,0.44,323
590914494,0.86,0.34,0.08,0.37,0.02,334
2463175,0.56,0.18,0.01,0.97,0.44,302
176770426,0.86,0.18,0.82,0.95,0.56,472
105349933,0.58,0.23,0.72,0.79,0.61,302
652063777,0.88,0.36,0.47,0.37,0.29,305
108699429,0.81,0.06,0.7,0.37,0.61,544
373096902,0.26,0.06,0.03,0.37,0,767
817974456,0.82,0.02,0.45,0.37,0.56,622
607989813,0.53,0.04,0.82,0.26,0.6,473
190794682,0.68,0.13,0.75,0.96,0.49,505
225391489,0.64,0.26,0.13,0.37,0.14,304
468960237,0.86,0.02,0.68,0.37,0.62,662
516000025,0.88,0.21,0.39,0.37,0.38,396
688610908,0.75,0.1,0.25,0.37,0.58,379
87985876,0.98,0.34,0.11,0.37,0.02,383
405481555,0.64,0.09,0.66,0.81,0.72,413
27971869,0.34,0.08,0.37,0.04,0.35,304
840076401,0.92,0.22,0.65,0.37,0.62,359
407820255,0.82,0.21,0.59,0.37,0.49,367
507158419,0.93,0.09,0.57,0.37,0.63,499
433299079,0.76,0.01,0.66,0.37,0.56,666
23100203,0.86,0.16,0.45,0.37,0.42,449
762048514,0.53,0.22,0.62,0.7,0.05,500
779480273,0.99,0.34,0.25,0.37,0.22,336
655688883,0.57,0.2,0.25,0.37,0.16,369
690566546,0.64,0,0.97,0.37,0.56,709
918228672,0.61,0.07,0.25,0.08,0.64,312
28437008,0.81,0.1,0.47,0.37,0.27,675
579854402,0.85,0.06,0.39,0.97,0.87,440
706928286,0.53,0.31,0.58,0.84,0.01,381
409509311,0.53,0.23,0.82,0.37,0.16,405
64195168,0.63,0.06,0.01,0.79,0.81,303
936279608,0.22,0.15,0.75,0.91,0.1,525
77494379,0.04,0.01,0.15,0.84,0.15,703
509933356,0.64,0.05,0.25,0.37,0.25,766
3001075,0.93,0.14,0.5,0.37,0.98,311
941858471,0.9,0.18,0.46,0.87,0.42,486
265647522,0.53,0.04,0.25,0.76,0.79,330
193957433,0.87,0.12,0.4,0.37,0.56,444
34728976,0.8,0.22,0.82,0.37,0.39,424
297422386,0.78,0.18,0.2,0.91,0.56,356
263242123,0.58,0.14,0.81,0.25,0.15,631
120722937,0.98,0.57,0.82,0.77,0.03,310
89267775,0.41,0.03,0.82,0.82,0.57,529
471904596,0.82,0.11,0.99,0.37,0.33,702
573912872,0.3,0.19,0.48,0.89,0.05,439
